CustomerID,FirstPurchase,LastPurchase,Frequency,TotalRevenue,Lifespan,AvgPurchaseValue,CLV,Recency,RevenuePerDay,TenureMonths,CLV_Segment
12731.0,2010-12-10 10:56:00,2011-11-16 11:59:00,274,18895.91,342,68.96317518248175,17705.208821917808,23,55.25119883040936,11.4,High Value
12732.0,2011-06-13 11:33:00,2011-06-13 11:33:00,12,236.26000000000002,1,19.688333333333336,0.6472876712328769,179,236.26000000000002,0.03333333333333333,Low Value
12733.0,2011-04-19 16:19:00,2011-04-19 16:19:00,22,383.95,1,17.452272727272728,1.0519178082191782,233,383.95,0.03333333333333333,Low Value
12734.0,2010-12-22 12:47:00,2010-12-22 12:47:00,4,110.39999999999999,1,27.599999999999998,0.30246575342465754,352,110.39999999999999,0.03333333333333333,Low Value
12735.0,2011-01-06 14:26:00,2011-01-28 13:37:00,43,779.5699999999999,22,18.12953488372093,46.98778082191781,314,35.434999999999995,0.7333333333333333,Medium Value
12736.0,2011-01-11 07:57:00,2011-01-11 07:57:00,4,234.0,1,58.5,0.6410958904109589,332,234.0,0.03333333333333333,Low Value
12738.0,2010-12-02 18:27:00,2010-12-02 18:27:00,11,155.35,1,14.122727272727273,0.42561643835616436,371,155.35,0.03333333333333333,Low Value
12739.0,2011-09-01 17:45:00,2011-09-22 13:00:00,38,1013.04,21,26.658947368421053,58.28449315068493,77,48.239999999999995,0.7,Medium Value
12740.0,2011-10-07 10:44:00,2011-10-07 10:44:00,27,427.6,1,15.837037037037037,1.1715068493150687,63,427.6,0.03333333333333333,Low Value
12743.0,2011-07-28 16:06:00,2011-07-28 16:21:00,131,540.13,1,4.123129770992366,1.4798082191780821,133,540.13,0.03333333333333333,Low Value
12744.0,2011-01-25 13:26:00,2011-10-19 11:18:00,222,21279.29,267,95.85265765765766,15565.946383561644,51,79.69771535580524,8.9,High Value
12747.0,2010-12-05 15:38:00,2011-12-07 14:34:00,103,4196.01,367,40.737961165048546,4219.001835616438,1,11.433269754768393,12.233333333333333,High Value
12748.0,2010-12-01 12:48:00,2011-12-09 12:20:00,4412,33053.19,373,7.491656844968269,33777.643479452054,0,88.61445040214478,12.433333333333334,High Value
12749.0,2011-05-10 15:25:00,2011-12-06 09:56:00,199,4090.88,210,20.55718592964824,2353.6569863013697,3,19.48038095238095,7.0,High Value
12750.0,2011-08-03 09:13:00,2011-08-03 09:13:00,15,275.88,1,18.392,0.7558356164383562,128,275.88,0.03333333333333333,Low Value
12752.0,2011-09-19 13:32:00,2011-09-19 13:32:00,53,4366.78,1,82.3920754716981,11.963780821917808,80,4366.78,0.03333333333333333,Medium Value
12753.0,2010-12-12 11:44:00,2011-11-17 10:52:00,197,21429.39,340,108.77862944162436,19961.623561643835,22,63.02761764705882,11.333333333333334,High Value
12754.0,2011-02-04 10:31:00,2011-04-18 09:00:00,63,3010.74,73,47.78952380952381,602.148,235,41.243013698630136,2.433333333333333,High Value
12755.0,2010-12-09 10:44:00,2011-03-04 12:42:00,4,3811.95,86,952.9875,898.1580821917807,280,44.324999999999996,2.8666666666666667,High Value
12756.0,2011-09-14 09:31:00,2011-09-14 09:31:00,4,112.07999999999998,1,28.019999999999996,0.3070684931506849,86,112.07999999999998,0.03333333333333333,Low Value
12757.0,2011-05-12 19:01:00,2011-11-24 12:30:00,364,7834.650000000001,196,21.52376373626374,4207.099726027398,15,39.972704081632656,6.533333333333333,High Value
12758.0,2011-03-08 12:05:00,2011-08-15 10:22:00,97,2791.59,160,28.779278350515465,1223.7106849315069,116,17.4474375,5.333333333333333,High Value
12759.0,2011-03-09 08:09:00,2011-10-18 14:49:00,95,1531.44,224,16.12042105263158,939.8426301369865,51,6.836785714285715,7.466666666666667,High Value
12762.0,2011-11-14 14:23:00,2011-12-02 10:23:00,69,1898.52,18,27.51478260869565,93.62564383561643,7,105.47333333333333,0.6,Medium Value
12763.0,2010-12-05 15:46:00,2011-07-24 14:12:00,18,494.08,231,27.448888888888888,312.69172602739724,137,2.138874458874459,7.7,Medium Value
12764.0,2011-01-27 10:19:00,2011-01-27 10:19:00,45,1693.88,1,37.64177777777778,4.640767123287672,316,1693.88,0.03333333333333333,Medium Value
12766.0,2010-12-08 13:53:00,2011-12-06 08:46:00,310,6989.63,363,22.547193548387096,6951.330657534247,3,19.25517906336088,12.1,High Value
12769.0,2011-04-15 10:25:00,2011-04-15 10:25:00,32,1143.6,1,35.7375,3.1331506849315067,238,1143.6,0.03333333333333333,Medium Value
12770.0,2011-05-13 09:33:00,2011-05-13 09:33:00,12,1351.45,1,112.62083333333334,3.7026027397260277,210,1351.45,0.03333333333333333,Medium Value
12772.0,2011-10-11 09:19:00,2011-10-11 09:19:00,55,892.47,1,16.226727272727274,2.4451232876712328,59,892.47,0.03333333333333333,Medium Value
12775.0,2011-02-01 13:45:00,2011-11-22 16:33:00,66,1386.04,295,21.00060606060606,1120.224109589041,16,4.698440677966102,9.833333333333334,High Value
12778.0,2011-01-31 14:35:00,2011-11-20 11:30:00,50,822.23,293,16.4446,660.0366849315069,19,2.806245733788396,9.766666666666667,High Value
12779.0,2010-12-03 13:40:00,2011-11-02 11:43:00,149,3981.36,334,26.72053691275168,3643.217095890411,37,11.920239520958084,11.133333333333333,High Value
12781.0,2011-02-28 08:43:00,2011-10-07 10:37:00,25,826.74,222,33.0696,502.83912328767127,63,3.724054054054054,7.4,Medium Value
12782.0,2010-12-17 11:30:00,2011-12-05 09:16:00,103,2330.92,353,22.630291262135923,2254.2870136986303,4,6.603172804532578,11.766666666666667,High Value
12783.0,2011-09-25 15:35:00,2011-12-07 15:56:00,84,2225.91,74,26.49892857142857,451.2803835616438,1,30.079864864864863,2.466666666666667,Medium Value
12784.0,2011-11-24 12:53:00,2011-11-30 15:38:00,57,532.8199999999999,7,9.347719298245613,10.218465753424656,8,76.11714285714285,0.23333333333333334,Medium Value
12785.0,2010-12-10 13:48:00,2010-12-10 13:48:00,14,311.95,1,22.282142857142855,0.8546575342465753,363,311.95,0.03333333333333333,Low Value
12787.0,2011-05-31 09:36:00,2011-11-30 08:44:00,20,463.66,183,23.183,232.4651506849315,9,2.5336612021857925,6.1,Medium Value
12789.0,2011-10-05 13:34:00,2011-10-05 13:34:00,4,91.85,1,22.9625,0.2516438356164383,64,91.85,0.03333333333333333,Low Value
12790.0,2011-05-31 14:14:00,2011-05-31 14:14:00,21,324.92,1,15.472380952380954,0.8901917808219179,191,324.92,0.03333333333333333,Low Value
12791.0,2010-12-01 11:27:00,2010-12-01 11:27:00,2,192.60000000000002,1,96.30000000000001,0.5276712328767124,373,192.60000000000002,0.03333333333333333,Low Value
12792.0,2011-03-28 11:36:00,2011-03-28 11:36:00,25,400.53999999999996,1,16.0216,1.0973698630136985,256,400.53999999999996,0.03333333333333333,Low Value
12793.0,2010-12-03 15:14:00,2011-01-09 12:12:00,24,545.48,37,22.728333333333335,55.29523287671233,334,14.742702702702703,1.2333333333333334,Medium Value
12794.0,2011-09-02 12:01:00,2011-10-17 14:54:00,45,860.41,46,19.12022222222222,108.43523287671233,52,18.704565217391302,1.5333333333333334,Medium Value
12795.0,2011-11-21 10:27:00,2011-11-21 10:27:00,14,430.48,1,30.74857142857143,1.1793972602739726,18,430.48,0.03333333333333333,Low Value
12797.0,2010-12-09 10:55:00,2010-12-09 10:55:00,13,254.03,1,19.540769230769232,0.6959726027397262,365,254.03,0.03333333333333333,Low Value
12798.0,2011-06-22 10:11:00,2011-11-29 15:52:00,8,6977.04,161,872.13,3077.543671232877,9,43.33565217391304,5.366666666666666,High Value
12802.0,2011-06-06 09:36:00,2011-06-06 09:36:00,25,427.58,1,17.1032,1.1714520547945206,186,427.58,0.03333333333333333,Low Value
12808.0,2010-12-06 10:27:00,2011-11-03 10:05:00,28,483.65000000000003,332,17.273214285714285,439.9227397260274,36,1.456777108433735,11.066666666666666,Medium Value
12809.0,2011-06-15 10:51:00,2011-06-15 10:51:00,25,489.31,1,19.572400000000002,1.3405753424657536,177,489.31,0.03333333333333333,Low Value
12811.0,2011-02-28 15:39:00,2011-03-24 09:42:00,31,514.85,24,16.608064516129033,33.85315068493151,260,21.452083333333334,0.8,Medium Value
12812.0,2011-10-26 09:54:00,2011-10-26 09:54:00,15,229.64000000000001,1,15.309333333333335,0.6291506849315069,44,229.64000000000001,0.03333333333333333,Low Value
12814.0,2011-08-30 12:11:00,2011-08-30 12:11:00,2,125.92,1,62.96,0.344986301369863,101,125.92,0.03333333333333333,Low Value
12815.0,2011-05-25 13:34:00,2011-07-15 10:21:00,47,1063.46,51,22.6268085106383,148.5930410958904,147,20.852156862745097,1.7,Medium Value
12816.0,2011-06-16 13:24:00,2011-09-05 12:41:00,29,572.2,81,19.731034482758623,126.98136986301371,95,7.064197530864198,2.7,Medium Value
12817.0,2011-03-03 16:28:00,2011-03-03 16:28:00,4,166.04,1,41.51,0.4549041095890411,280,166.04,0.03333333333333333,Low Value
12818.0,2011-03-23 12:06:00,2011-03-23 12:06:00,14,1542.08,1,110.14857142857143,4.224876712328767,261,1542.08,0.03333333333333333,Medium Value
12820.0,2011-01-17 12:34:00,2011-12-06 15:12:00,59,942.34,324,15.97186440677966,836.4881095890412,2,2.908456790123457,10.8,High Value
12821.0,2011-05-09 15:51:00,2011-05-09 15:51:00,6,92.72,1,15.453333333333333,0.25402739726027396,213,92.72,0.03333333333333333,Low Value
12822.0,2011-09-13 13:46:00,2011-09-30 10:04:00,46,948.88,17,20.62782608695652,44.194410958904115,70,55.81647058823529,0.5666666666666667,Medium Value
12823.0,2011-02-16 12:15:00,2011-09-26 07:35:00,5,1759.5,222,351.9,1070.1616438356166,74,7.925675675675675,7.4,High Value
12824.0,2011-10-11 12:49:00,2011-10-11 12:49:00,25,397.12,1,15.8848,1.088,59,397.12,0.03333333333333333,Low Value
12826.0,2010-12-09 15:21:00,2011-12-07 10:25:00,91,1474.72,363,16.205714285714286,1466.6393424657535,2,4.062589531680441,12.1,High Value
12827.0,2011-10-26 15:44:00,2011-12-04 12:17:00,25,430.15000000000003,39,17.206000000000003,45.96123287671234,5,11.02948717948718,1.3,Medium Value
12828.0,2011-08-01 16:16:00,2011-12-07 08:45:00,56,1018.71,128,18.19125,357.24624657534247,2,7.958671875,4.266666666666667,Medium Value
12829.0,2010-12-14 14:54:00,2011-01-07 11:13:00,11,293.0,24,26.636363636363637,19.265753424657532,336,12.208333333333334,0.8,Medium Value
12830.0,2011-06-21 10:53:00,2011-11-02 11:54:00,38,6814.64,135,179.33263157894737,2520.483287671233,37,50.47881481481482,4.5,High Value
12831.0,2011-03-22 13:02:00,2011-03-22 13:02:00,9,215.05,1,23.894444444444446,0.5891780821917808,261,215.05,0.03333333333333333,Low Value
12832.0,2011-09-02 13:48:00,2011-11-07 13:30:00,27,383.03,66,14.186296296296295,69.2602191780822,31,5.803484848484848,2.2,Medium Value
12833.0,2011-07-17 13:46:00,2011-07-17 13:46:00,24,417.38,1,17.390833333333333,1.1435068493150684,144,417.38,0.03333333333333333,Low Value
12834.0,2011-03-02 09:49:00,2011-03-02 09:49:00,18,312.38,1,17.354444444444443,0.8558356164383562,282,312.38,0.03333333333333333,Low Value
12836.0,2011-02-01 11:19:00,2011-10-11 15:10:00,174,2610.36,253,15.002068965517243,1809.3728219178083,58,10.317628458498024,8.433333333333334,High Value
12837.0,2011-06-19 16:07:00,2011-06-19 16:07:00,12,134.1,1,11.174999999999999,0.36739726027397257,172,134.1,0.03333333333333333,Low Value
12838.0,2010-12-01 11:57:00,2011-11-06 12:20:00,120,671.95,341,5.599583333333333,627.7669863013699,33,1.9705278592375368,11.366666666666667,High Value
12839.0,2010-12-07 15:48:00,2011-12-07 12:33:00,314,5591.42,365,17.80707006369427,5591.42,2,15.31895890410959,12.166666666666666,High Value
12840.0,2011-04-27 12:21:00,2011-07-19 09:29:00,113,2726.77,83,24.13070796460177,620.0600273972603,143,32.85265060240964,2.7666666666666666,High Value
12841.0,2010-12-03 10:43:00,2011-12-05 11:13:00,414,3991.58,368,9.641497584541062,4024.387506849315,4,10.846684782608696,12.266666666666667,High Value
12842.0,2011-02-04 12:36:00,2011-09-30 15:33:00,34,1118.99,239,32.9114705882353,732.7085205479452,69,4.681966527196653,7.966666666666667,High Value
12843.0,2011-03-20 14:38:00,2011-10-05 12:09:00,103,1702.26,199,16.526796116504855,928.0814794520547,65,8.554070351758794,6.633333333333334,High Value
12844.0,2011-08-01 13:11:00,2011-11-10 13:31:00,52,325.96000000000004,102,6.268461538461539,91.09019178082194,28,3.1956862745098045,3.4,Medium Value
12845.0,2011-02-22 14:10:00,2011-03-17 13:34:00,27,354.09,23,13.114444444444443,22.312520547945205,266,15.395217391304346,0.7666666666666667,Medium Value
12847.0,2011-11-17 13:16:00,2011-11-17 13:16:00,84,843.64,1,10.043333333333333,2.3113424657534245,21,843.64,0.03333333333333333,Medium Value
12849.0,2011-03-16 12:26:00,2011-11-08 13:41:00,48,1010.29,238,21.047708333333333,658.7644383561643,30,4.2449159663865546,7.933333333333334,High Value
12851.0,2011-09-04 12:41:00,2011-09-04 12:41:00,47,131.81,1,2.8044680851063832,0.36112328767123286,96,131.81,0.03333333333333333,Low Value
12852.0,2011-02-18 08:47:00,2011-02-18 08:47:00,17,311.55,1,18.326470588235296,0.8535616438356165,294,311.55,0.03333333333333333,Low Value
12853.0,2011-01-28 10:28:00,2011-07-28 11:29:00,78,1957.1000000000001,182,25.09102564102564,975.8690410958905,134,10.753296703296703,6.066666666666666,High Value
12854.0,2011-01-25 13:35:00,2011-09-22 12:15:00,109,1316.25,240,12.075688073394495,865.4794520547945,78,5.484375,8.0,High Value
12855.0,2010-12-02 09:37:00,2010-12-02 09:37:00,3,38.1,1,12.700000000000001,0.10438356164383562,372,38.1,0.03333333333333333,Low Value
12856.0,2011-10-07 12:38:00,2011-12-02 10:52:00,311,2170.78,56,6.98,333.0511780821918,7,38.76392857142857,1.8666666666666667,Medium Value
12857.0,2011-02-10 12:32:00,2011-05-13 10:20:00,46,1106.4,92,24.05217391304348,278.8734246575343,210,12.02608695652174,3.066666666666667,Medium Value
12863.0,2011-10-18 14:15:00,2011-10-18 14:15:00,5,521.2,1,104.24000000000001,1.4279452054794521,51,521.2,0.03333333333333333,Low Value
12864.0,2011-07-24 13:03:00,2011-07-24 13:03:00,3,147.12,1,49.04,0.40306849315068494,137,147.12,0.03333333333333333,Low Value
12865.0,2011-08-08 10:11:00,2011-11-13 14:31:00,95,1568.23,98,16.507684210526318,421.0590136986302,25,16.00234693877551,3.2666666666666666,Medium Value
12866.0,2011-03-01 14:11:00,2011-03-01 14:11:00,26,559.12,1,21.504615384615384,1.5318356164383562,282,559.12,0.03333333333333333,Low Value
12867.0,2010-12-14 16:39:00,2011-11-13 15:30:00,534,4009.34,334,7.50812734082397,3668.8207123287675,25,12.004011976047904,11.133333333333333,High Value
12868.0,2010-12-01 12:50:00,2011-06-07 10:42:00,107,1607.0600000000002,188,15.0192523364486,827.7459726027398,185,8.548191489361702,6.266666666666667,High Value
12871.0,2011-05-16 13:32:00,2011-09-16 15:07:00,11,380.64,124,34.60363636363636,129.31331506849315,83,3.0696774193548384,4.133333333333334,Medium Value
12872.0,2010-12-09 14:44:00,2011-01-17 10:52:00,66,599.97,39,9.090454545454547,64.10638356164384,326,15.383846153846154,1.3,Medium Value
12873.0,2011-03-02 14:58:00,2011-03-02 14:58:00,4,374.0,1,93.5,1.0246575342465754,281,374.0,0.03333333333333333,Low Value
12875.0,2010-12-12 12:03:00,2011-07-19 15:30:00,2,343.2300000000001,220,171.61500000000004,206.8783561643836,142,1.5601363636363639,7.333333333333333,Medium Value
12876.0,2011-05-27 13:34:00,2011-10-13 12:26:00,85,2218.02,139,26.09435294117647,844.6706301369862,57,15.956978417266187,4.633333333333334,High Value
12877.0,2010-12-16 12:23:00,2011-12-06 10:30:00,154,1535.77,355,9.972532467532467,1493.694109589041,3,4.326112676056338,11.833333333333334,High Value
12878.0,2011-03-18 14:02:00,2011-04-17 13:07:00,47,854.99,30,18.191276595744682,70.27315068493151,235,28.499666666666666,1.0,Medium Value
12879.0,2011-09-09 12:11:00,2011-10-26 12:24:00,10,573.22,48,57.322,75.38235616438355,44,11.942083333333334,1.6,Medium Value
12881.0,2011-03-09 11:44:00,2011-03-09 11:44:00,7,298.0,1,42.57142857142857,0.8164383561643835,275,298.0,0.03333333333333333,Low Value
12882.0,2011-11-06 11:22:00,2011-11-30 16:18:00,13,1463.04,25,112.54153846153847,100.20821917808219,8,58.5216,0.8333333333333334,Medium Value
12883.0,2011-09-11 15:18:00,2011-11-15 09:32:00,42,703.47,65,16.749285714285715,125.2754794520548,24,10.822615384615386,2.1666666666666665,Medium Value
12884.0,2011-09-12 13:10:00,2011-09-12 13:10:00,7,309.05,1,44.15,0.8467123287671233,87,309.05,0.03333333333333333,Low Value
12885.0,2011-08-08 11:45:00,2011-10-07 13:40:00,71,1175.22,61,16.552394366197184,196.4066301369863,62,19.265901639344264,2.033333333333333,Medium Value
12886.0,2011-05-04 11:21:00,2011-10-03 10:09:00,82,1378.4,152,16.809756097560978,574.0186301369863,67,9.06842105263158,5.066666666666666,High Value
12888.0,2011-03-29 14:31:00,2011-05-09 16:02:00,5,354.12,42,70.824,40.74805479452055,213,8.431428571428572,1.4,Medium Value
12890.0,2011-11-15 17:26:00,2011-11-15 17:26:00,79,376.71999999999997,1,4.768607594936708,1.0321095890410958,23,376.71999999999997,0.03333333333333333,Low Value
12891.0,2011-02-20 11:28:00,2011-06-07 12:31:00,3,331.0,108,110.33333333333333,97.93972602739726,185,3.064814814814815,3.6,Medium Value
12893.0,2011-11-09 12:34:00,2011-11-09 12:34:00,31,176.55,1,5.695161290322581,0.48369863013698633,30,176.55,0.03333333333333333,Low Value
12895.0,2011-09-14 08:35:00,2011-10-28 13:51:00,22,372.8,45,16.945454545454545,45.961643835616435,41,8.284444444444444,1.5,Medium Value
12897.0,2011-02-11 11:40:00,2011-05-19 12:13:00,4,216.5,98,54.125,58.12876712328767,204,2.2091836734693877,3.2666666666666666,Medium Value
12901.0,2011-03-14 10:41:00,2011-12-01 10:07:00,116,17654.54,262,152.19431034482758,12672.57391780822,8,67.38374045801527,8.733333333333333,High Value
12902.0,2011-03-20 12:06:00,2011-03-20 12:06:00,10,138.68,1,13.868,0.3799452054794521,264,138.68,0.03333333333333333,Low Value
12904.0,2011-06-20 13:18:00,2011-11-21 14:34:00,71,496.06,155,6.986760563380281,210.65561643835616,17,3.2003870967741936,5.166666666666667,Medium Value
12906.0,2011-09-22 15:03:00,2011-11-28 09:55:00,63,2919.81,67,46.34619047619047,535.9651232876712,11,43.579253731343286,2.2333333333333334,Medium Value
12908.0,2011-01-31 12:37:00,2011-06-16 15:39:00,2,750.0,137,375.0,281.5068493150685,175,5.474452554744525,4.566666666666666,Medium Value
12909.0,2011-03-31 12:51:00,2011-10-31 12:43:00,91,2178.67,214,23.941428571428574,1277.3572054794522,39,10.18070093457944,7.133333333333334,High Value
12910.0,2011-04-12 10:01:00,2011-11-16 14:28:00,75,3075.04,219,41.00053333333333,1845.0239999999997,22,14.041278538812785,7.3,High Value
12912.0,2011-10-30 11:35:00,2011-12-07 08:55:00,24,1662.3,38,69.2625,173.0613698630137,2,43.74473684210526,1.2666666666666666,Medium Value
12913.0,2010-12-06 16:36:00,2011-12-05 12:11:00,50,2483.63,364,49.6726,2476.8255342465754,4,6.823159340659341,12.133333333333333,High Value
12915.0,2010-12-02 12:33:00,2011-07-14 11:34:00,22,363.65,224,16.529545454545453,223.17150684931508,148,1.6234374999999999,7.466666666666667,Medium Value
12916.0,2011-01-23 10:43:00,2011-07-24 10:35:00,103,2944.95,182,28.59174757281553,1468.440821917808,138,16.181043956043954,6.066666666666666,High Value
12917.0,2011-08-03 16:42:00,2011-08-03 16:42:00,2,594.0,1,297.0,1.6273972602739726,127,594.0,0.03333333333333333,Low Value
12919.0,2011-06-23 09:22:00,2011-12-01 13:47:00,50,1335.19,162,26.7038,592.6048767123287,7,8.241913580246914,5.4,High Value
12920.0,2011-11-22 15:05:00,2011-11-22 15:05:00,27,162.78,1,6.028888888888889,0.44597260273972605,16,162.78,0.03333333333333333,Low Value
12921.0,2010-12-01 15:06:00,2011-11-30 16:22:00,720,16587.09,365,23.037625,16587.09,8,45.44408219178082,12.166666666666666,High Value
12922.0,2011-07-01 15:35:00,2011-07-01 15:35:00,28,405.38,1,14.477857142857143,1.1106301369863014,160,405.38,0.03333333333333333,Low Value
12923.0,2011-10-06 16:20:00,2011-10-06 16:20:00,28,172.82,1,6.172142857142857,0.4734794520547945,63,172.82,0.03333333333333333,Low Value
12924.0,2011-01-16 11:49:00,2011-09-12 13:55:00,30,933.7,240,31.123333333333335,613.9397260273972,87,3.890416666666667,8.0,High Value
12925.0,2011-09-26 11:05:00,2011-12-05 11:11:00,45,694.05,71,15.423333333333332,135.00698630136986,4,9.775352112676055,2.3666666666666667,Medium Value
12928.0,2010-12-15 15:45:00,2011-11-04 14:24:00,84,2062.7000000000003,324,24.555952380952384,1830.9994520547948,34,6.366358024691359,10.8,High Value
12929.0,2011-02-01 12:08:00,2011-02-01 12:08:00,8,117.85,1,14.73125,0.32287671232876713,311,117.85,0.03333333333333333,Low Value
12930.0,2011-06-21 13:25:00,2011-09-22 15:18:00,25,415.8,94,16.632,107.0827397260274,77,4.4234042553191495,3.1333333333333333,Medium Value
12931.0,2010-12-17 09:45:00,2011-11-18 12:39:00,82,42055.96,337,512.8775609756098,38829.74936986301,21,124.79513353115726,11.233333333333333,High Value
12933.0,2011-03-01 11:30:00,2011-11-15 16:38:00,106,607.53,260,5.7314150943396225,432.7610958904109,23,2.336653846153846,8.666666666666666,Medium Value
12935.0,2011-01-24 13:58:00,2011-12-07 17:25:00,129,2160.7,318,16.749612403100773,1882.4728767123286,1,6.794654088050314,10.6,High Value
12936.0,2011-09-22 13:51:00,2011-11-22 17:32:00,62,1063.9,62,17.15967741935484,180.7172602739726,16,17.15967741935484,2.066666666666667,Medium Value
12937.0,2011-03-17 14:19:00,2011-11-24 15:05:00,120,1504.27,253,12.535583333333333,1042.685780821918,14,5.945731225296442,8.433333333333334,High Value
12938.0,2011-11-14 11:21:00,2011-11-14 11:21:00,9,114.14,1,12.682222222222222,0.3127123287671233,25,114.14,0.03333333333333333,Low Value
12939.0,2011-01-09 11:20:00,2011-10-06 14:33:00,47,11581.8,271,246.42127659574467,8599.089863013698,63,42.737269372693724,9.033333333333333,High Value
12940.0,2011-09-13 10:16:00,2011-10-16 12:09:00,96,899.69,34,9.371770833333334,83.8067397260274,54,26.461470588235297,1.1333333333333333,Medium Value
12942.0,2010-12-09 09:34:00,2011-07-31 14:39:00,70,675.6,235,9.651428571428571,434.97534246575344,130,2.874893617021277,7.833333333333333,Medium Value
12944.0,2010-12-20 10:41:00,2011-11-04 11:04:00,30,604.51,320,20.150333333333332,529.9813698630137,35,1.88909375,10.666666666666666,Medium Value
12945.0,2011-02-24 14:15:00,2011-02-24 14:15:00,23,462.95,1,20.128260869565217,1.2683561643835617,287,462.95,0.03333333333333333,Low Value
12947.0,2010-12-01 16:21:00,2011-07-19 10:06:00,97,1603.99,230,16.535979381443298,1010.7334246575341,143,6.973869565217392,7.666666666666667,High Value
12948.0,2011-03-20 10:17:00,2011-11-23 17:10:00,116,2064.95,249,17.801293103448273,1408.691917808219,15,8.2929718875502,8.3,High Value
12949.0,2011-04-01 13:20:00,2011-11-09 11:25:00,215,4167.22,222,19.382418604651164,2534.5831232876717,30,18.771261261261262,7.4,High Value
12950.0,2011-11-15 13:48:00,2011-12-07 13:17:00,23,1843.0,22,80.1304347826087,111.08493150684933,1,83.77272727272727,0.7333333333333333,Medium Value
12951.0,2011-01-13 10:33:00,2011-12-01 12:14:00,63,1064.07,323,16.89,941.6290684931506,8,3.2943343653250774,10.766666666666667,High Value
12952.0,2011-09-22 16:37:00,2011-12-04 10:35:00,79,1387.79,73,17.566962025316457,277.558,5,19.01082191780822,2.433333333333333,Medium Value
12953.0,2011-11-30 09:24:00,2011-11-30 09:24:00,17,329.85,1,19.40294117647059,0.9036986301369864,9,329.85,0.03333333333333333,Low Value
12955.0,2011-03-17 09:03:00,2011-12-08 16:29:00,180,4757.16,267,26.428666666666665,3479.895123287671,0,17.817078651685392,8.9,High Value
12956.0,2011-02-06 16:08:00,2011-02-06 16:08:00,19,108.07,1,5.687894736842105,0.2960821917808219,305,108.07,0.03333333333333333,Low Value
12957.0,2011-01-04 12:18:00,2011-11-30 09:53:00,238,4017.54,330,16.880420168067225,3632.296438356164,9,12.174363636363637,11.0,High Value
12962.0,2011-08-18 13:38:00,2011-12-02 15:55:00,16,266.39,107,16.649375,78.09241095890411,6,2.489626168224299,3.566666666666667,Medium Value
12963.0,2010-12-09 09:14:00,2011-12-01 12:55:00,95,1856.63,358,19.54347368421053,1821.0233972602744,7,5.1861173184357545,11.933333333333334,High Value
12965.0,2011-09-11 15:31:00,2011-09-11 15:31:00,108,769.8100000000001,1,7.1278703703703705,2.109068493150685,88,769.8100000000001,0.03333333333333333,Low Value
12966.0,2011-11-30 12:38:00,2011-11-30 12:38:00,10,160.18,1,16.018,0.4388493150684932,9,160.18,0.03333333333333333,Low Value
12967.0,2010-12-03 09:49:00,2010-12-16 19:10:00,19,1660.9,14,87.41578947368421,63.705753424657544,357,118.63571428571429,0.4666666666666667,Medium Value
12968.0,2011-08-19 15:44:00,2011-08-19 15:44:00,5,135.95,1,27.189999999999998,0.3724657534246575,111,135.95,0.03333333333333333,Low Value
12970.0,2011-01-21 14:04:00,2011-12-02 14:30:00,129,405.47,316,3.1431782945736435,351.03704109589046,6,1.283132911392405,10.533333333333333,Medium Value
12971.0,2010-12-02 16:42:00,2011-12-06 12:20:00,305,11189.91,369,36.68822950819672,11312.53915068493,3,30.324959349593495,12.3,High Value
12974.0,2011-05-26 09:33:00,2011-05-26 09:33:00,8,144.8,1,18.1,0.3967123287671233,197,144.8,0.03333333333333333,Low Value
12976.0,2011-05-12 09:55:00,2011-05-12 09:55:00,22,738.6,1,33.57272727272727,2.0235616438356163,211,738.6,0.03333333333333333,Low Value
12977.0,2011-07-06 16:40:00,2011-07-06 16:40:00,9,39.239999999999995,1,4.359999999999999,0.10750684931506849,155,39.239999999999995,0.03333333333333333,Low Value
12980.0,2010-12-16 11:36:00,2011-07-05 09:34:00,20,7374.900000000001,201,368.745,4061.2463013698625,157,36.691044776119405,6.7,High Value
12981.0,2011-07-29 14:14:00,2011-11-10 12:00:00,20,372.21999999999997,104,18.610999999999997,106.05720547945202,29,3.5790384615384614,3.466666666666667,Medium Value
12982.0,2011-04-11 11:51:00,2011-04-11 11:51:00,28,390.54,1,13.947857142857144,1.069972602739726,242,390.54,0.03333333333333333,Low Value
12984.0,2011-11-21 12:37:00,2011-11-21 12:37:00,4,97.5,1,24.375,0.2671232876712329,18,97.5,0.03333333333333333,Low Value
12985.0,2011-11-11 12:44:00,2011-12-09 10:46:00,76,1239.38,28,16.30763157894737,95.07572602739728,0,44.26357142857143,0.9333333333333333,Medium Value
12987.0,2011-05-26 12:00:00,2011-09-27 12:03:00,28,558.7,125,19.95357142857143,191.33561643835617,73,4.469600000000001,4.166666666666667,Medium Value
12988.0,2011-02-20 14:31:00,2011-02-20 14:31:00,83,505.82,1,6.094216867469879,1.3858082191780823,291,505.82,0.03333333333333333,Low Value
12989.0,2010-12-10 13:24:00,2011-12-06 15:28:00,64,6924.110000000001,362,108.18921875000001,6867.199506849316,2,19.127375690607735,12.066666666666666,High Value
12990.0,2011-02-02 15:39:00,2011-11-08 13:01:00,13,409.5,279,31.5,313.0150684931507,30,1.467741935483871,9.3,Medium Value
12991.0,2011-08-19 14:39:00,2011-11-16 15:34:00,31,503.76,90,16.25032258064516,124.21479452054794,22,5.597333333333333,3.0,Medium Value
